Date,Request URI,Method,Response status
2023-07-05T10:51:49.809514200,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:52:36.338956800,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:52:44.162769500,/configurationJDBC,PUT,status_:200
2023-07-05T10:52:44.162769500,/configurationJDBC,PUT,status_:200
2023-07-05T10:53:06.915820800,/configuration/connectors,GET,status_:200
2023-07-05T10:53:08.922071,/configuration/findById/test1,GET,status_:200
2023-07-05T10:53:32.871499400,/configuration,PUT,status_:200
2023-07-05T10:56:47.897960,/configuration/findById/test1,GET,status_:200
2023-07-05T10:57:49.863202900,/configuration,PUT,status_:200
2023-07-05T10:59:21.855962,/configuration/findById/test1,GET,status_:200
2023-07-05T10:59:24.226339600,/configuration/findById/test1,GET,status_:200
2023-07-05T10:59:42.677672900,/configuration/findById/test1,GET,status_:200
2023-07-05T10:59:58.683130500,/configuration/findById/test1,GET,status_:200
2023-07-05T11:00:51.775091600,/configuration/findById/test1,GET,status_:200
2023-07-05T11:00:54.184857200,/configuration,PUT,status_:200
2023-07-05T11:00:54.192859800,/configuration,PUT,status_:200
2023-07-05T11:01:12.551879700,/configuration,PUT,status_:200
2023-07-05T11:01:27.119417500,/configuration,PUT,status_:200
2023-07-05T11:01:29.083698100,/configuration,PUT,status_:200
2023-07-05T11:01:40.671948200,/configuration,PUT,status_:200
2023-07-05T11:01:40.681948400,/configuration,PUT,status_:200
2023-07-05T11:03:48.067501600,/configuration,PUT,status_:200
2023-07-05T11:03:48.069502700,/configuration,PUT,status:500_Internal Server Error
2023-07-05T11:03:58.413327800,/configuration/connectors,GET,status_:200
2023-07-05T11:04:01.483893500,/configuration/connectors,GET,status_:200
2023-07-05T11:04:02.927432,/configuration/findById/test1,GET,status_:200
2023-07-05T11:09:11.906737,/configuration,PUT,status_:200
2023-07-05T11:09:29.230305300,/configuration,PUT,status_:200
2023-07-05T11:09:29.238302900,/configuration,PUT,status:500_Internal Server Error
2023-07-05T11:13:23.170820100,/configuration/findById/test1,GET,status_:200
